id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,query_zip,query_latitude,query_longitude,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
CAXmkp2xaxT4n3CJiGfBlQ,fresh-catch-fish-and-seafood-chicago,Fresh Catch Fish & Seafood,https://s3-media1.fl.yelpcdn.com/bphoto/ozfUXn-BqEF23Wr6YmTSaQ/o.jpg,False,https://www.yelp.com/biz/fresh-catch-fish-and-seafood-chicago?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,24,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'seafoodmarkets', 'title': 'Seafood Markets'}]",2.3,"['pickup', 'delivery']",$$,+17739416583,(773) 941-6583,681.31493154363,60620,41.7411,-87.6543,41.7354387009868,-87.6574407530556,1345 W 87th St,,,Chicago,60620,US,IL,"['1345 W 87th St', 'Chicago, IL 60620']"
GQoBuIinek6yb5c8KtiKNg,salaam-restaurant-and-bakery-chicago,Salaam Restaurant and Bakery,https://s3-media4.fl.yelpcdn.com/bphoto/FH_PS3SABuE5CBz-pvCF_Q/o.jpg,False,https://www.yelp.com/biz/salaam-restaurant-and-bakery-chicago?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,23,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'tradamerican', 'title': 'American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.2,['pickup'],$$,+17733246005,(773) 324-6005,1502.5490933209162,60620,41.7411,-87.6543,41.75088,-87.64194,700 W 79th St,,,Chicago,60620,US,IL,"['700 W 79th St', 'Chicago, IL 60620']"
aN-ZaXLAM2AuHMPx5ACqvA,fiesta-burger-heaven-chicago,Fiesta Burger Heaven,https://s3-media3.fl.yelpcdn.com/bphoto/l0RuE3kGdr3Om0IpaRqprA/o.jpg,False,https://www.yelp.com/biz/fiesta-burger-heaven-chicago?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,22,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",2.7,"['pickup', 'delivery']",$,+17739069990,(773) 906-9990,1365.5393673708286,60620,41.7411,-87.6543,41.751091,-87.663871,7832 S Ashland Ave,,,Chicago,60620,US,IL,"['7832 S Ashland Ave', 'Chicago, IL 60620']"
f5yiti-9aWesX-KG_ZU1pQ,wendys-chicago-16,Wendy's,https://s3-media2.fl.yelpcdn.com/bphoto/d-oQ04afWA4uApbff9wFMg/o.jpg,False,https://www.yelp.com/biz/wendys-chicago-16?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,20,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]",1.9,"['pickup', 'delivery']",$,+17732394071,(773) 239-4071,789.4749188660546,60620,41.7411,-87.6543,41.742773879427105,-87.66354717368112,8302 S Ashland,,,Chicago,60620,US,IL,"['8302 S Ashland', 'Chicago, IL 60620']"
RtOecmcbr0tKitiLBNTzjw,eat-and-run-chicago,Eat And Run,https://s3-media1.fl.yelpcdn.com/bphoto/VsjjtcUYVm_G2f3f4l5rLw/o.jpg,False,https://www.yelp.com/biz/eat-and-run-chicago?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,18,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",3.8,['delivery'],,+17734291812,(773) 429-1812,1217.9087606923993,60620,41.7411,-87.6543,41.7356051,-87.6668928,1733 W 87th St,,,Chicago,60620,US,IL,"['1733 W 87th St', 'Chicago, IL 60620']"
MfWjUKf9joUneM8U1Qcd7w,nicks-gyros-ii-chicago,Nicks Gyro's II,https://s3-media4.fl.yelpcdn.com/bphoto/3iqwlq5ED6GVktFEWFJdrw/o.jpg,False,https://www.yelp.com/biz/nicks-gyros-ii-chicago?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,17,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,"['pickup', 'delivery']",,+17732246612,(773) 224-6612,1325.1062088435629,60620,41.7411,-87.6543,41.7505524,-87.6635749,7858 S Ashland Ave,,,Chicago,60620,US,IL,"['7858 S Ashland Ave', 'Chicago, IL 60620']"
1rgUUiwVbg2Fi06l4HkUdw,brewer-coffee-and-custard-chicago,Brewer Coffee and Custard,https://s3-media2.fl.yelpcdn.com/bphoto/BiPKn2FJdzTcHY4b7YJCDg/o.jpg,False,https://www.yelp.com/biz/brewer-coffee-and-custard-chicago?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,16,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.9,['delivery'],$,+17736755367,(773) 675-5367,1140.0480181019275,60620,41.7411,-87.6543,41.7506457,-87.6492855,1008 W 79th St,,,Chicago,60620,US,IL,"['1008 W 79th St', 'Chicago, IL 60620']"
50BfEPf0SEe0MKiJTeKVNQ,petes-produce-loomis-chicago,Pete's Produce Loomis,https://s3-media4.fl.yelpcdn.com/bphoto/7ANNykoUia7Hk4j1UivcBQ/o.jpg,False,https://www.yelp.com/biz/petes-produce-loomis-chicago?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,14,"[{'alias': 'markets', 'title': 'Fruits & Veggies'}]",3.3,[],$$,+17734450990,(773) 445-0990,715.5088824573673,60620,41.7411,-87.6543,41.73552,-87.6589,1411 W 87th St,,,Chicago,60620,US,IL,"['1411 W 87th St', 'Chicago, IL 60620']"
lO7I348_YlXtYpJY-FPHPg,cookies-cocktail-lounge-chicago-2,Cookie's Cocktail Lounge,https://s3-media1.fl.yelpcdn.com/bphoto/KWrrBuHtfKUSpTYdkG6FwA/o.jpg,False,https://www.yelp.com/biz/cookies-cocktail-lounge-chicago-2?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,13,"[{'alias': 'lounges', 'title': 'Lounges'}]",3.9,[],$$,+17737836700,(773) 783-6700,1137.765695924903,60620,41.7411,-87.6543,41.7507972717285,-87.6499404907227,1024 W 79th St,,,Chicago,60620,US,IL,"['1024 W 79th St', 'Chicago, IL 60620']"
xLok7BwBZf4oeALAM99O5A,dunkin-chicago-199,Dunkin',https://s3-media1.fl.yelpcdn.com/bphoto/68xgI2aFiX5cm4j1Sb6Y2A/o.jpg,False,https://www.yelp.com/biz/dunkin-chicago-199?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,13,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",1.8,['delivery'],$,+17732338887,(773) 233-8887,1267.0101612627632,60620,41.7411,-87.6543,41.735507,-87.667604,1749 W 87th St,,,Chicago,60620,US,IL,"['1749 W 87th St', 'Chicago, IL 60620']"
q1db45kYyMhqKlUOvtF36Q,soul-shack-express-chicago,Soul Shack Express,https://s3-media2.fl.yelpcdn.com/bphoto/rb_3CnTMzkylmJEYxBoM-Q/o.jpg,False,https://www.yelp.com/biz/soul-shack-express-chicago?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,11,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'waffles', 'title': 'Waffles'}]",2.5,"['pickup', 'delivery']",,+17739416311,(773) 941-6311,943.3804915449631,60620,41.7411,-87.6543,41.73535,-87.66261,8711 S Ashland Ave,,,Chicago,60620,US,IL,"['8711 S Ashland Ave', 'Chicago, IL 60620']"
dgzK4Pvu3qEIKfygD_oQoQ,sharks-fish-and-chicken-chicago-23,Shark's Fish & Chicken,https://s3-media4.fl.yelpcdn.com/bphoto/KaQK0j75pb-jlfnUDW8INQ/o.jpg,False,https://www.yelp.com/biz/sharks-fish-and-chicken-chicago-23?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,11,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tradamerican', 'title': 'American'}]",2.5,"['pickup', 'delivery']",$,+17739943110,(773) 994-3110,930.2432619737357,60620,41.7411,-87.6543,41.7359051,-87.64585,855 W 87th St,,,Chicago,60620,US,IL,"['855 W 87th St', 'Chicago, IL 60620']"
U0MChow8UZnwSpo-xMs6Cw,lemelle-s-luxury-lounge-chicago,Lemelle’s Luxury Lounge,https://s3-media1.fl.yelpcdn.com/bphoto/T12NGBI1akXy6c4FgH9ljA/o.jpg,False,https://www.yelp.com/biz/lemelle-s-luxury-lounge-chicago?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,10,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",2.4,[],$$,+17736148577,(773) 614-8577,1317.4837305070457,60620,41.7411,-87.6543,41.7354125976562,-87.6681213378906,1801 W 87th St,,,Chicago,60620,US,IL,"['1801 W 87th St', 'Chicago, IL 60620']"
UKslIPd2GXGX733IdbdSYg,87th-street-jerk-chicago,87th Street Jerk,https://s3-media1.fl.yelpcdn.com/bphoto/YNAeb9mo5lZYnc6UtSEb5Q/o.jpg,False,https://www.yelp.com/biz/87th-street-jerk-chicago?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,10,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",3.6,"['pickup', 'delivery']",,+17737016991,(773) 701-6991,1127.4722594029413,60620,41.7411,-87.6543,41.73605,-87.666,1710 W 87th St,,,Chicago,60620,US,IL,"['1710 W 87th St', 'Chicago, IL 60620']"
6AcbT-Bo4A8bHAptqCLTlw,walgreens-chicago-165,Walgreens,https://s3-media1.fl.yelpcdn.com/bphoto/7TyQQghlggiBOGAX0ZdebA/o.jpg,False,https://www.yelp.com/biz/walgreens-chicago-165?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,9,"[{'alias': 'drugstores', 'title': 'Drugstores'}, {'alias': 'cosmetics', 'title': 'Cosmetics & Beauty Supply'}, {'alias': 'convenience', 'title': 'Convenience Stores'}]",1.9,['delivery'],,+17736512118,(773) 651-2118,1021.5993973493022,60620,41.7411,-87.6543,41.75028584917793,-87.65453159809113,1213 W 79th St,,,Chicago,60620,US,IL,"['1213 W 79th St', 'Chicago, IL 60620']"
7a_FX07En1K3EvC_proeaw,white-castle-chicago-26,White Castle,https://s3-media4.fl.yelpcdn.com/bphoto/0JOl7S5raWQRyM5u8s-dzA/o.jpg,False,https://www.yelp.com/biz/white-castle-chicago-26?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,9,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.6,"['pickup', 'delivery']",$,+17736511763,(773) 651-1763,1143.6040255589335,60620,41.7411,-87.6543,41.7507721,-87.65898630329735,1400 W 79th St,,,Chicago,60620,US,IL,"['1400 W 79th St', 'Chicago, IL 60620']"
6OwZOkOkKgS8Hz0iNpQ8ZQ,cutie-pies-kitchen-chicago,Cutie Pie's Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/Ir11B6p38QGUwGiJxSdAdA/o.jpg,False,https://www.yelp.com/biz/cutie-pies-kitchen-chicago?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,8,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.6,['delivery'],,+17738979303,(773) 897-9303,1550.2780716529699,60620,41.7411,-87.6543,41.7525949,-87.6432279,752 W 78th St,,,Chicago,60620,US,IL,"['752 W 78th St', 'Chicago, IL 60620']"
metjBMIlU0SALICMh2EXEA,pepes-mexican-restaurant-chicago-16,Pepes Mexican Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/SPJbfW9773RrID-H2p31qQ/o.jpg,False,https://www.yelp.com/biz/pepes-mexican-restaurant-chicago-16?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,8,"[{'alias': 'mexican', 'title': 'Mexican'}]",1.6,[],,+17734884026,(773) 488-4026,735.3753799025045,60620,41.7411,-87.6543,41.7363166809082,-87.6482620239258,954 W 87th St,,,Chicago,60620,US,IL,"['954 W 87th St', 'Chicago, IL 60620']"
_xaDNYKhj7Rd8iKczfk-cw,billys-prime-fish-and-hoagie-chicago,Billy's Prime Fish & Hoagie,https://s3-media3.fl.yelpcdn.com/bphoto/IoJjcsDuMlGxWfIWAklSLw/o.jpg,False,https://www.yelp.com/biz/billys-prime-fish-and-hoagie-chicago?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,8,"[{'alias': 'seafood', 'title': 'Seafood'}]",2.9,"['pickup', 'delivery']",$,+17739940900,(773) 994-0900,1140.164103224197,60620,41.7411,-87.6543,41.7481804,-87.6441498,8022 S Halsted St,,,Chicago,60620,US,IL,"['8022 S Halsted St', 'Chicago, IL 60620']"
V9Io1JJmYxcKtid9xcB2tg,jamaican-tropical-cafe-chicago,Jamaican Tropical Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/hY6oOAvHSrXzPAxkeI5-VQ/o.jpg,False,https://www.yelp.com/biz/jamaican-tropical-cafe-chicago?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,7,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",4.3,"['pickup', 'delivery']",,+17738744945,(773) 874-4945,1097.115772663388,60620,41.7411,-87.6543,41.7481239036325,-87.6635870710015,8010 S Ashland Ave,,,Chicago,60620,US,IL,"['8010 S Ashland Ave', 'Chicago, IL 60620']"
1AMZN1I9ZVJjaAloNcNAzQ,tonys-philly-steak-chicago-2,Tony's Philly Steak,https://s3-media3.fl.yelpcdn.com/bphoto/Dn_ko_cc9c15ZpY8RDDjnQ/o.jpg,False,https://www.yelp.com/biz/tonys-philly-steak-chicago-2?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,7,"[{'alias': 'steak', 'title': 'Steakhouses'}]",2.1,"['pickup', 'delivery']",,+17736148981,(773) 614-8981,1267.010161261842,60620,41.7411,-87.6543,41.73557633,-87.66761033,1757 W 87th St,,,Chicago,60620,US,IL,"['1757 W 87th St', 'Chicago, IL 60620']"
6Zp3JBPEfaebLge6iaPvaA,mr-gs-entertainment-center-chicago,Mr G's Entertainment Center,https://s3-media4.fl.yelpcdn.com/bphoto/evinVnJRoFwYlLl9VV4OmQ/o.jpg,False,https://www.yelp.com/biz/mr-gs-entertainment-center-chicago?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,6,"[{'alias': 'social_clubs', 'title': 'Social Clubs'}]",2.3,[],,+17734452020,(773) 445-2020,905.5332541551637,60620,41.7411,-87.6543,41.7356644,-87.6624952,1547 W 87th St,,,Chicago,60620,US,IL,"['1547 W 87th St', 'Chicago, IL 60620']"
ET9FK953WshcuqKmy-ga_w,5-stars-chicken-and-fish-chicago-3,5 Stars Chicken & Fish,https://s3-media1.fl.yelpcdn.com/bphoto/hB1USvIjgFnbVuJ_B1nYeQ/o.jpg,False,https://www.yelp.com/biz/5-stars-chicken-and-fish-chicago-3?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,6,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",2.0,"['pickup', 'delivery']",,+17736518000,(773) 651-8000,1279.9453610201797,60620,41.7411,-87.6543,41.7504086,-87.6441649,7908 S Halsted St,,,Chicago,60620,US,IL,"['7908 S Halsted St', 'Chicago, IL 60620']"
nNBWNPj8uSAjzHMN3lNgaQ,mimis-vanity-room-chicago,Mimi's Vanity Room,https://s3-media4.fl.yelpcdn.com/bphoto/HVxo3nBm25SjvPLS08jSmA/o.jpg,False,https://www.yelp.com/biz/mimis-vanity-room-chicago?adjust_creative=6pYb5ADrX8Q0aoDWjXIhJA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6pYb5ADrX8Q0aoDWjXIhJA,3,"[{'alias': 'childcloth', 'title': ""Children's Clothing""}, {'alias': 'paintandsip', 'title': 'Paint & Sip'}, {'alias': 'facepainting', 'title': 'Face Painting'}]",2.7,[],,+17734256655,(773) 425-6655,778.7939809623314,60620,41.7411,-87.6543,41.739951,-87.663564,8442 1/2 S Ashland,,,Chicago,60620,US,IL,"['8442 1/2 S Ashland', 'Chicago, IL 60620']"
